iter	Logloss
150	0.2135939574
151	0.2134687242
152	0.2133218567
153	0.213179817
154	0.2131160524
155	0.2130323551
156	0.2128948288
157	0.212816228
158	0.2126456032
159	0.2124868726
160	0.2123160908
161	0.21215975
162	0.2120932542
163	0.2120007993
164	0.2118476553
165	0.2118011279
166	0.2117721953
167	0.2116550564
168	0.2115193003
169	0.2113795104
170	0.2112328557
171	0.2111226394
172	0.2109547347
173	0.2108152429
174	0.2106623162
175	0.2104421678
176	0.2103276183
177	0.2101954583
178	0.2101085464
179	0.210015573
180	0.2099488307
181	0.2098619134
182	0.2097013285
183	0.2094191576
184	0.2093282175
185	0.2092091582
186	0.2090556133
187	0.2088822486
188	0.208778252
189	0.2086636601
190	0.2085368963
191	0.2083530677
192	0.2082288902
193	0.2081468538
194	0.2080622914
195	0.2079777835
196	0.2079027573
197	0.2077510922
198	0.2076646646
199	0.207648561
200	0.2075041707
201	0.2073777873
202	0.2072741321
203	0.2070941125
204	0.2070073431
205	0.2069185188
206	0.2067979812
207	0.2066807734
208	0.206615913
209	0.2064862116
210	0.2063917757
211	0.2062868772
212	0.2062324702
213	0.2061464908
214	0.2060272362
215	0.2059919344
216	0.2058855739
217	0.205782582
218	0.2056879727
219	0.2055447523
220	0.2054571982
221	0.205363202
222	0.2053014501
223	0.2051811782
224	0.2050673777
225	0.2050075308
226	0.2048655745
227	0.2047215141
228	0.2046196319
229	0.2045523231
230	0.2044358186
231	0.2043365138
232	0.2042137097
233	0.2040822036
234	0.2039332277
235	0.2038140997
236	0.2037100289
237	0.2036433916
238	0.2034899229
239	0.2034340327
240	0.2033321522
241	0.2032253244
242	0.2031359971
243	0.2030521794
244	0.2029649152
245	0.202814563
246	0.2027198808
247	0.2026497094
248	0.2025409531
249	0.2024463045
250	0.2023570679
251	0.2022617712
252	0.2022035439
253	0.2021371393
254	0.2020654424
255	0.2019251378
256	0.2017973805
257	0.2016468718
258	0.2015681709
259	0.2014946799
260	0.2014071471
261	0.2013132182
262	0.2012165759
263	0.201123275
264	0.2010282289
265	0.2009571661
266	0.2009191543
267	0.2007669751
268	0.2006966886
269	0.2005663996
270	0.2005080148
271	0.200355023
272	0.2002294324
273	0.2001660843
274	0.2000634309
275	0.1999579664
276	0.1998077273
277	0.1997184045
278	0.199675507
279	0.1996108841
280	0.1995431515
281	0.1994334604
282	0.1993653757
283	0.1992455513
284	0.1991290298
285	0.1989636837
286	0.1988894775
287	0.1988145588
288	0.1987163043
289	0.1986097646
290	0.1985274374
291	0.1984549348
292	0.1983664574
293	0.198248054
294	0.1981480827
295	0.1980386714
296	0.197921483
297	0.1978517115
298	0.1977408312
299	0.1976607243
300	0.1975719006
301	0.1974974713
302	0.197455749
303	0.1973494288
304	0.1972462679
305	0.1971283667
306	0.1970444216
307	0.1969762128
308	0.196894484
309	0.1968151112
310	0.1967490716
311	0.1966869621
312	0.1966237718
313	0.1964043027
314	0.1963381772
315	0.1962710256
316	0.1961103327
317	0.1960059787
318	0.1959107284
319	0.1958155111
320	0.1957794877
321	0.1956798056
322	0.1955979338
323	0.1954935827
324	0.1953863052
325	0.1952640378
326	0.1951638172
327	0.1950177323
328	0.1949974095
329	0.1949454508
330	0.1948428195
331	0.1948046208
332	0.1947430776
333	0.1946681028
334	0.194580005
335	0.194452622
336	0.1944204439
337	0.1943504837
338	0.1942892222
339	0.1942058264
340	0.1941265752
341	0.1940663727
342	0.193952592
343	0.1938911222
344	0.1938399753
345	0.1937097417
346	0.1936467858
347	0.1935589303
348	0.1934915079
349	0.1933934349
350	0.1933080152
351	0.1931993435
352	0.193158234
353	0.1931099376
354	0.1930288097
355	0.1929501357
356	0.1929067327
357	0.1928225637
358	0.1927532439
359	0.1926877991
360	0.1926193749
361	0.1925496971
362	0.1924761526
363	0.1923868844
364	0.1923117326
365	0.1922414802
366	0.1922119864
367	0.1921249037
368	0.1920870195
369	0.1919578783
370	0.191860598
371	0.1917979848
372	0.1917159986
373	0.1916490512
374	0.1915758831
375	0.1915183352
376	0.1914286064
377	0.1913703361
378	0.1912947389
379	0.1911962656
380	0.1911388738
381	0.1910526205
382	0.1909917442
383	0.1908607757
384	0.1907710825
385	0.1907382086
386	0.1906335583
387	0.1905655741
388	0.1905252262
389	0.1904295964
390	0.1903404391
391	0.1902617833
392	0.1902138041
393	0.1901224348
394	0.1900611999
395	0.1899743632
396	0.1899175827
397	0.189727683
398	0.1896659451
399	0.1895926133
400	0.1895155706
401	0.1894429027
402	0.1893639311
403	0.1892869212
404	0.1892307383
405	0.1891637728
406	0.1890902473
407	0.1889929731
408	0.1889187623
409	0.1888294469
410	0.1887392722
411	0.188709402
412	0.1885428301
413	0.1884912131
414	0.1884046241
415	0.1883139373
416	0.1883139385
417	0.1883079153
418	0.1882617287
419	0.1882288734
420	0.1881862485
421	0.1880710007
422	0.1880093351
423	0.1879426846
424	0.187892365
425	0.1878063105
426	0.1877459386
427	0.1877001714
428	0.1875968627
429	0.1875336041
430	0.1874527676
431	0.1873875018
432	0.1872582257
433	0.1872234488
434	0.1871337416
435	0.1870689018
436	0.1869748476
437	0.1868967637
438	0.1868269152
439	0.1867932168
440	0.1867662579
441	0.1866888707
442	0.1866161641
443	0.1865765106
444	0.1865279431
445	0.1864545699
446	0.1863602631
447	0.1862894494
448	0.1862593415
449	0.1861975235
450	0.1861350385
451	0.1860720211
452	0.1860322996
453	0.1859511857
454	0.1858821957
455	0.185739375
456	0.1856720535
457	0.1855909222
458	0.1855174223
459	0.1854606524
460	0.1853843243
461	0.1852804698
462	0.1852396773
463	0.1851775133
464	0.1851370968
465	0.1850516496
466	0.1849910639
467	0.1849340872
468	0.1848947292
469	0.1848118981
470	0.1847673819
471	0.1847435882
472	0.1847351433
473	0.184709945
474	0.1846279896
475	0.1845420846
476	0.1844834649
477	0.1844057383
478	0.1843578266
479	0.1843063434
480	0.1842130108
481	0.184119814
482	0.184043424
483	0.1839892117
484	0.1838792669
485	0.1838231025
486	0.1837417864
487	0.1836911628
488	0.1836141177
489	0.1835586185
490	0.183472615
491	0.1833911825
492	0.1833434729
493	0.183262404
494	0.1831972446
495	0.1831335557
496	0.1830606418
497	0.1829215953
498	0.1828775315
499	0.1828154918
500	0.1826786907
501	0.1826105786
502	0.1825786655
503	0.1824968906
504	0.1824834363
505	0.1824329188
506	0.1824043291
507	0.1823459978
508	0.1822523043
509	0.1821887092
510	0.1820673621
511	0.1819936391
512	0.1819459585
513	0.1818727613
514	0.1817943403
515	0.1817719331
516	0.1816968172
517	0.1816425076
518	0.1815858973
519	0.1815341596
520	0.181490524
521	0.1814358591
522	0.1813961495
523	0.1812882126
524	0.1812419832
525	0.1812081248
526	0.1811360401
527	0.1811207282
528	0.1810707617
529	0.1810040094
530	0.1809592663
531	0.1808833463
532	0.1808248635
533	0.1807828176
534	0.1807298673
535	0.1806105692
536	0.1805300085
537	0.1804652999
538	0.1804054346
539	0.1803848358
540	0.1802811809
541	0.1801844673
542	0.1800916703
543	0.1799368574
544	0.1798929301
545	0.17985296
546	0.1797908876
547	0.1797593939
548	0.17969494
549	0.1796149179
550	0.1795754982
551	0.1795189557
552	0.1794681948
553	0.1793952781
554	0.1793402799
555	0.1792926681
556	0.1792583289
557	0.1792370277
558	0.17918986
559	0.1791523804
560	0.1790355876
561	0.1789929774
562	0.1789119556
563	0.1788778697
564	0.1788230014
565	0.178742486
566	0.1786573975
567	0.1786042563
568	0.1785755248
569	0.1785126381
570	0.178471467
571	0.1783994196
572	0.1783239805
573	0.1782681508
574	0.1782025702
575	0.1781219305
576	0.1780645129
577	0.1779976235
578	0.1779163124
579	0.1779017268
580	0.1778317429
581	0.1777544482
582	0.177754435
583	0.1777543414
584	0.1777379776
585	0.1776454665
586	0.1775859012
587	0.1775256322
588	0.1774809475
589	0.1774595094
590	0.1773788265
591	0.177374651
592	0.1773320743
593	0.1772409669
594	0.1771933832
595	0.177156006
596	0.177099173
597	0.1769955184
598	0.1769828285
599	0.1769125742
600	0.1768803601
601	0.1768377078
602	0.1767906236
603	0.1767272993
604	0.1766468732
605	0.1766212015
606	0.1765496339
607	0.1764917125
608	0.1764061849
609	0.1763402213
610	0.1762665001
611	0.1762173338
612	0.176145732
613	0.1760737551
614	0.1760294715
615	0.1759991588
616	0.175973701
617	0.1759502399
618	0.1759141945
619	0.1758658862
620	0.1758310931
621	0.1757566297
622	0.1756864251
623	0.1756612233
624	0.1755713608
625	0.1754991345
626	0.1754630451
627	0.1754106734
628	0.1753679444
629	0.1753172504
630	0.1752715916
631	0.1752148202
632	0.1751730976
633	0.1751274006
634	0.1751141881
635	0.1750691184
636	0.1750454414
637	0.1749509689
638	0.1748805542
639	0.1748441849
640	0.1747992335
641	0.1747510708
642	0.1746838047
643	0.1746402786
644	0.1745945918
645	0.1745645279
646	0.174515481
647	0.1744462934
648	0.1744034932
649	0.1743191734
650	0.1742986221
651	0.1742530841
652	0.1742220322
653	0.1741444578
654	0.1740804381
655	0.1740517388
656	0.1740100011
657	0.1739349202
658	0.1738732432
659	0.1737976181
660	0.1737791304
661	0.173716417
662	0.1736710641
663	0.1735959844
664	0.1735512029
665	0.1735182263
666	0.1735004789
667	0.1734571676
668	0.1734401741
669	0.1733881249
670	0.1733480203
671	0.1733150939
672	0.1732604256
673	0.1731940854
674	0.1731635146
675	0.1731000555
676	0.1730852654
677	0.1730322937
678	0.1730058457
679	0.1729715598
680	0.1729304785
681	0.1728705129
682	0.172787044
683	0.1727403555
684	0.1726844066
685	0.1726444464
686	0.1725799926
687	0.1725339198
688	0.1724815461
689	0.1724440761
690	0.1724133156
691	0.1723508714
692	0.1722789949
693	0.1722513511
694	0.1722208894
695	0.1722032855
696	0.1721429294
697	0.1720769779
698	0.1720144498
699	0.1719513492
700	0.1718970521
701	0.1718681191
702	0.1718113311
703	0.1717979338
704	0.1717540614
705	0.1717090227
706	0.1716270081
707	0.1716050901
708	0.1715623786
709	0.1715231781
710	0.1714997498
711	0.1714822919
712	0.1714351666
713	0.1713858426
714	0.1713006583
715	0.1712453746
716	0.1711956972
717	0.1711331938
718	0.1710878797
719	0.171043979
720	0.1709823895
721	0.1708980766
722	0.1708372073
723	0.1707719897
724	0.1707344662
725	0.1706743745
726	0.1706090047
727	0.1705489682
728	0.1705024797
729	0.170465029
730	0.1704058073
731	0.1703693625
732	0.1703233532
733	0.1702718609
734	0.1702309485
735	0.1701791365
736	0.1701187085
737	0.1700642064
738	0.1700509041
739	0.1700088534
740	0.1699551357
741	0.1699407138
742	0.1698783032
743	0.1698306632
744	0.1697866963
745	0.1697538419
746	0.1697260615
747	0.1696982646
748	0.1696304478
749	0.1695873555
750	0.1695285642
751	0.1694691028
752	0.1694200176
753	0.1693832188
754	0.1693355541
755	0.169292799
756	0.1692206248
757	0.1691619005
758	0.1690867581
759	0.1690368562
760	0.1689809735
761	0.1689378635
762	0.168878661
763	0.168859649
764	0.1688053685
765	0.1687036359
766	0.168661079
767	0.1686334496
768	0.1685685575
769	0.168524403
770	0.1684736389
771	0.168412363
772	0.1683871729
773	0.1683288621
774	0.1683124005
775	0.168249101
776	0.1681931363
777	0.1681597809
778	0.1681457998
779	0.1681344115
780	0.1681152539
781	0.1680728605
782	0.1680332007
783	0.1679987408
784	0.1679327269
785	0.1678630919
786	0.1678257616
787	0.167784186
788	0.1677524837
789	0.1676807459
790	0.1676235071
791	0.1675479993
792	0.1674930378
793	0.1674569913
794	0.1673988961
795	0.1673539134
796	0.1673408771
797	0.1673098223
798	0.1672576814
799	0.1672051104
800	0.1671322208
801	0.1670397869
802	0.1670063978
803	0.1669546518
804	0.1669151036
805	0.1668243512
806	0.1667908523
807	0.1667586671
808	0.1667194598
809	0.1666831557
810	0.1666430331
811	0.1666162084
812	0.166585679
813	0.1665737063
814	0.1665292311
815	0.1664805294
816	0.1664407549
817	0.1663946384
818	0.1663442917
819	0.1662704969
820	0.1662497673
821	0.1661884704
822	0.1661321427
823	0.166071687
824	0.1660540707
825	0.1660295355
826	0.1659687891
827	0.1659230289
828	0.165871487
829	0.1658383662
830	0.1657906868
831	0.1657335134
832	0.1656867512
833	0.165649742
834	0.1655860465
835	0.1655579428
836	0.1655099589
837	0.1654721968
838	0.1654066645
839	0.1653654666
840	0.1653243244
841	0.1652845501
842	0.1652665537
843	0.1652248515
844	0.1651699625
845	0.1651224385
846	0.1650937313
847	0.1650499313
848	0.1650231493
849	0.1649866743
850	0.1649548139
851	0.1649167576
852	0.1648891888
853	0.1648588109
854	0.1648316301
855	0.1648178572
856	0.1647932303
857	0.1647507246
858	0.1647324962
859	0.1647139732
860	0.1646979257
861	0.164678384
862	0.1645913719
863	0.1645603981
864	0.1645029043
865	0.1644537721
866	0.1644063425
867	0.1643536699
868	0.1642883105
869	0.1642232953
870	0.1641891328
871	0.164139147
872	0.1640628408
873	0.1640212972
874	0.1639758803
875	0.1639195533
876	0.1638998342
877	0.1638346536
878	0.1637549442
879	0.1636964874
880	0.1636628239
881	0.1636031009
882	0.1635932131
883	0.1635443413
884	0.1635082599
885	0.1634663322
886	0.163407622
887	0.1633767866
888	0.1633296152
889	0.1632868202
890	0.1631944105
891	0.1631531461
892	0.1631204679
893	0.1630675438
894	0.1630219905
895	0.1630042037
896	0.1629715843
897	0.1629716007
898	0.1629667726
899	0.1629487261
900	0.1629105768
901	0.1628676187
902	0.1628223803
903	0.1627699795
904	0.1627286976
905	0.1626705416
906	0.162651906
907	0.1626491166
908	0.1626241753
909	0.1626205144
910	0.1625560612
911	0.1625148503
912	0.1624655332
913	0.1624557406
914	0.1624007329
915	0.1623283975
916	0.1622950651
917	0.1622816074
918	0.1622416744
919	0.162183598
920	0.162183095
921	0.1621471444
922	0.1621132583
923	0.1620672651
924	0.1620211116
925	0.1620210845
926	0.1619772979
927	0.1619338487
928	0.1619007368
929	0.1618410458
930	0.1617830167
931	0.161757044
932	0.1617130469
933	0.1616845433
934	0.161642485
935	0.161596792
936	0.16154855
937	0.1615092544
938	0.1614560582
939	0.1614143493
940	0.161362318
941	0.161320667
942	0.1612854338
943	0.161272963
944	0.1611936525
945	0.161162528
946	0.1611217856
947	0.1611061479
948	0.1610615125
949	0.1610307636
950	0.1610019844
951	0.1609648659
952	0.1609062735
953	0.1608546907
954	0.1608078421
955	0.160791695
956	0.1607904479
957	0.1607268548
958	0.160678493
959	0.1606688345
960	0.1606451298
961	0.1606243238
962	0.1605808079
963	0.1605391149
964	0.1605036063
965	0.1604556014
966	0.1603824509
967	0.1603262723
968	0.1603012191
969	0.1602779463
970	0.1601843094
971	0.1600840949
972	0.1600268761
973	0.1599872315
974	0.1599572716
975	0.159908706
976	0.1598887946
977	0.1598467244
978	0.1598018789
979	0.1597501036
980	0.1596576269
981	0.1596390691
982	0.1596074983
983	0.1595454747
984	0.1594938162
985	0.1594551838
986	0.1594335534
987	0.1593988478
988	0.1593713611
989	0.1593386556
990	0.1592906909
991	0.159269943
992	0.1592113285
993	0.1592024826
994	0.1591571182
995	0.1591532941
996	0.1591029318
997	0.1590635593
998	0.1590336049
999	0.1589804688
